#Date:2024-04-05 11:40:51
#Class:methylRawDB
#DT:tabix
#SI:ctrl2
#AS:hg18
#CT:CpG
#RS:base
#NR:1697
#DT:tabix
chr21	9736774	9736774	-	10	1	9
chr21	9737358	9737358	+	13	4	9
chr21	9746025	9746025	-	11	8	3
chr21	9764151	9764151	-	11	1	10
chr21	9796637	9796637	+	12	3	9
chr21	9797132	9797132	+	15	10	5
chr21	9797133	9797133	-	16	7	9
chr21	9797182	9797182	+	22	12	10
chr21	9797212	9797212	+	15	2	13
chr21	9798664	9798664	+	10	10	0
chr21	9802574	9802574	+	18	13	5
chr21	9802590	9802590	+	19	14	5
chr21	9802620	9802620	+	14	9	5
chr21	9804873	9804873	+	11	11	0
chr21	9804890	9804890	+	11	3	8
chr21	9804899	9804899	+	11	3	8
chr21	9808138	9808138	+	14	6	8
chr21	9808158	9808158	+	14	8	6
chr21	9808438	9808438	+	12	0	12
chr21	9809998	9809998	+	204	169	35
chr21	9817099	9817099	+	20	20	0
chr21	9817117	9817117	+	20	0	20
chr21	9820622	9820622	+	431	13	418
chr21	9820652	9820652	+	414	171	243
chr21	9826907	9826907	+	49	3	46
chr21	9829072	9829072	-	11	10	0
chr21	9829082	9829082	-	10	10	0
chr21	9829550	9829550	+	11	1	10
chr21	9831075	9831075	+	15	3	12
chr21	9839701	9839701	+	13	6	7
chr21	9840137	9840137	+	12	8	4
chr21	9841786	9841786	+	13	13	0
chr21	9841811	9841811	+	14	13	1
chr21	9842905	9842905	+	12	11	1
chr21	9845819	9845819	+	11	1	10
chr21	9847953	9847953	+	14	14	0
chr21	9849022	9849022	+	392	324	68
chr21	9849386	9849386	+	10	5	5
chr21	9849392	9849392	+	10	5	5
chr21	9850185	9850185	-	15	11	4
chr21	9850215	9850215	-	16	14	2
chr21	9853030	9853030	+	10	9	1
chr21	9853296	9853296	+	395	341	54
chr21	9853326	9853326	+	379	284	95
chr21	9854818	9854818	+	11	9	2
chr21	9860126	9860126	+	41	40	1
chr21	9863481	9863481	+	25	19	6
chr21	9865113	9865113	+	12	6	6
chr21	9874437	9874437	+	75	73	2
chr21	9875688	9875688	+	12	9	3
chr21	9880285	9880285	+	13	6	7
chr21	9884536	9884536	+	11	11	0
chr21	9906604	9906604	+	37	33	4
chr21	9906616	9906616	+	37	27	10
chr21	9906619	9906619	+	37	29	8
chr21	9906634	9906634	+	34	22	12
chr21	9906640	9906640	+	34	0	34
chr21	9906644	9906644	+	34	29	5
chr21	9906676	9906676	+	26	24	2
chr21	9906681	9906681	+	26	11	15
chr21	9906694	9906694	+	26	15	11
chr21	9906700	9906700	+	23	10	13
chr21	9906704	9906704	+	17	13	4
chr21	9906714	9906714	+	21	19	2
chr21	9906724	9906724	+	21	17	4
chr21	9906805	9906805	-	15	13	2
chr21	9906808	9906808	-	15	11	4
chr21	9906822	9906822	-	15	14	1
chr21	9906824	9906824	-	15	10	5
chr21	9906827	9906827	-	15	7	8
chr21	9906839	9906839	-	15	8	7
chr21	9906841	9906841	-	15	15	0
chr21	9906846	9906846	+	22	20	2
chr21	9906847	9906847	-	15	13	2
chr21	9906864	9906864	+	22	14	8
chr21	9906869	9906869	+	22	0	22
chr21	9906873	9906873	+	22	7	15
chr21	9906884	9906884	+	22	8	14
chr21	9906885	9906885	-	11	0	11
chr21	9906889	9906889	+	22	0	22
chr21	9906890	9906890	-	11	1	10
chr21	9906902	9906902	-	11	0	11
chr21	9906907	9906907	-	11	4	7
chr21	9906910	9906910	-	11	5	6
chr21	9906926	9906926	-	11	5	6
chr21	9906928	9906928	-	11	7	4
chr21	9906931	9906931	-	11	5	6
chr21	9906934	9906934	-	11	9	2
chr21	9911345	9911345	+	17	10	7
chr21	9913543	9913543	+	28	28	0
chr21	9913575	9913575	+	28	26	2
chr21	9917629	9917629	+	14	1	13
chr21	9917645	9917645	+	11	5	6
chr21	9917648	9917648	+	11	7	4
chr21	9927527	9927527	+	14	11	3
chr21	9927676	9927676	-	18	17	1
chr21	9927687	9927687	-	14	13	1
chr21	9944505	9944505	+	40	25	15
chr21	9944663	9944663	-	31	25	6
chr21	9959407	9959407	+	40	27	13
chr21	9959541	9959541	-	39	32	7
chr21	9959569	9959569	-	39	35	4
chr21	9959577	9959577	-	39	36	3
chr21	9959644	9959644	-	31	14	17
chr21	9959650	9959650	-	32	21	11
chr21	9967634	9967634	-	56	29	27
chr21	9990967	9990967	+	16	12	4
chr21	10009672	10009672	-	11	11	0
chr21	10011833	10011833	+	14	14	0
chr21	10011841	10011841	+	14	8	6
chr21	10011855	10011855	+	14	12	2
chr21	10011858	10011858	+	13	8	5
chr21	10011861	10011861	+	13	9	4
chr21	10011872	10011872	+	14	8	6
chr21	10011876	10011876	+	11	9	2
chr21	10011878	10011878	+	12	12	0
chr21	10011925	10011925	-	20	6	14
chr21	10011938	10011938	-	20	17	3
chr21	10011954	10011954	-	16	12	4
chr21	10011964	10011964	-	21	14	7
chr21	10011974	10011974	-	20	12	8
chr21	10011987	10011987	+	25	23	2
chr21	10011990	10011990	+	25	14	11
chr21	10012008	10012008	+	24	13	11
chr21	10012030	10012030	+	24	18	6
chr21	10012069	10012069	+	22	6	16
chr21	10012075	10012075	+	22	16	6
chr21	10012079	10012079	+	22	16	6
chr21	10012089	10012089	+	22	12	10
chr21	10012095	10012095	+	21	17	4
chr21	10012101	10012101	+	20	12	8
chr21	10012696	10012696	+	10	10	0
chr21	10012699	10012699	+	10	3	7
chr21	10012876	10012876	+	14	12	2
chr21	10012881	10012881	+	15	0	15
chr21	10012883	10012883	+	15	14	1
chr21	10012887	10012887	+	15	14	1
chr21	10012891	10012891	+	15	14	1
chr21	10012894	10012894	+	14	14	0
chr21	10012898	10012898	+	14	14	0
chr21	10012900	10012900	+	16	16	0
chr21	10012902	10012902	+	15	12	3
chr21	10012921	10012921	+	13	13	0
chr21	10012924	10012924	+	14	8	6
chr21	10012934	10012934	-	10	4	6
chr21	10012938	10012938	-	10	6	4
chr21	10012940	10012940	-	10	4	6
chr21	10012942	10012942	-	10	2	8
chr21	10012944	10012944	-	10	5	5
chr21	10012947	10012947	-	10	10	0
chr21	10013827	10013827	-	11	11	0
chr21	10014621	10014621	+	10	3	7
chr21	10022131	10022131	-	24	4	20
chr21	10022157	10022157	-	24	19	5
chr21	10022165	10022165	-	24	18	6
chr21	10055609	10055609	+	11	10	1
chr21	10064601	10064601	+	10	8	2
chr21	10065022	10065022	+	42	39	3
chr21	10065061	10065061	+	41	19	22
chr21	10065208	10065208	+	14	4	10
chr21	10066191	10066191	+	12	9	3
chr21	10070955	10070955	-	10	4	6
chr21	10071163	10071163	-	10	0	10
chr21	10076490	10076490	+	11	6	5
chr21	10077699	10077699	+	74	58	16
chr21	10077705	10077705	+	75	60	15
chr21	10077904	10077904	-	16	8	8
chr21	10086785	10086785	+	42	33	9
chr21	10087013	10087013	+	14	11	3
chr21	10087014	10087014	-	13	5	8
chr21	10092223	10092223	-	21	21	0
chr21	10099942	10099942	+	31	23	8
chr21	10099950	10099950	+	31	28	3
chr21	10102508	10102508	+	10	2	8
chr21	10108412	10108412	+	12	10	2
chr21	10111115	10111115	+	21	19	2
chr21	10111127	10111127	+	20	11	9
chr21	10112133	10112133	-	11	8	3
chr21	10114141	10114141	-	11	11	0
chr21	10114147	10114147	-	11	11	0
chr21	10114305	10114305	-	25	15	10
chr21	10114343	10114343	-	25	13	12
chr21	10114345	10114345	-	25	8	17
chr21	10114351	10114351	-	25	25	0
chr21	10114496	10114496	+	13	8	5
chr21	10114526	10114526	+	14	14	0
chr21	10115750	10115750	+	26	21	5
chr21	10116599	10116599	-	34	30	4
chr21	10116637	10116637	-	35	31	4
chr21	10118632	10118632	-	10	10	0
chr21	10118677	10118677	-	12	0	12
chr21	10119874	10119874	-	12	6	6
chr21	10120079	10120079	-	13	9	4
chr21	10120091	10120091	-	14	7	7
chr21	10120564	10120564	-	18	12	6
chr21	10120584	10120584	-	20	19	1
chr21	10120599	10120599	+	36	35	1
chr21	10120600	10120600	-	21	19	2
chr21	10120603	10120603	+	36	4	32
chr21	10120634	10120634	+	37	4	33
chr21	10120643	10120643	+	37	4	33
chr21	10120990	10120990	+	12	12	0
chr21	10121028	10121028	+	14	12	2
chr21	10121033	10121033	+	14	14	0
chr21	10121126	10121126	+	152	145	7
chr21	10121171	10121171	+	153	101	52
chr21	10121198	10121198	+	11	7	4
chr21	10121761	10121761	+	15	15	0
chr21	10121789	10121789	+	15	14	1
chr21	10122181	10122181	+	11	11	0
chr21	10124972	10124972	-	11	8	3
chr21	10128564	10128564	-	12	11	1
chr21	10128590	10128590	+	25	25	0
chr21	10128591	10128591	-	12	10	2
chr21	10128601	10128601	+	24	24	0
chr21	10128603	10128603	+	25	24	1
chr21	10128609	10128609	+	25	23	2
chr21	10128617	10128617	+	25	22	3
chr21	10128639	10128639	+	62	35	27
chr21	10128659	10128659	+	37	20	17
chr21	10128660	10128660	-	24	13	11
chr21	10128661	10128661	+	37	33	4
chr21	10128662	10128662	-	24	17	6
chr21	10128670	10128670	+	37	33	4
chr21	10128671	10128671	-	23	19	4
chr21	10128673	10128673	+	37	32	5
chr21	10128674	10128674	-	23	17	6
chr21	10128682	10128682	+	18	0	18
chr21	10128683	10128683	-	17	7	10
chr21	10128702	10128702	+	12	12	0
chr21	10128705	10128705	+	11	11	0
chr21	10128706	10128706	-	17	17	0
chr21	10128707	10128707	+	12	9	3
chr21	10128708	10128708	-	16	16	0
chr21	10128710	10128710	+	12	11	1
chr21	10128711	10128711	-	18	14	4
chr21	10128720	10128720	+	14	10	4
chr21	10128721	10128721	-	18	18	0
chr21	10128734	10128734	+	52	48	4
chr21	10128735	10128735	-	18	11	7
chr21	10128738	10128738	+	52	34	18
chr21	10128745	10128745	+	52	14	38
chr21	10128748	10128748	+	52	42	10
chr21	10128758	10128758	+	42	25	17
chr21	10128775	10128775	+	42	39	3
chr21	10128839	10128839	+	57	53	4
chr21	10128850	10128850	+	58	43	15
chr21	10128867	10128867	+	64	62	2
chr21	10128881	10128881	+	65	47	18
chr21	10128883	10128883	+	65	52	13
