#Date:2024-04-05 11:40:51
#Class:methylRawDB
#DT:tabix
#SI:ctrl1
#AS:hg18
#CT:CpG
#RS:base
#NR:2377
#DT:tabix
chr21	9826907	9826907	+	96	18	78
chr21	9853296	9853296	+	18	16	2
chr21	9853326	9853326	+	16	14	2
chr21	9860126	9860126	+	83	83	0
chr21	9906604	9906604	+	23	18	5
chr21	9906616	9906616	+	23	14	9
chr21	9906619	9906619	+	22	18	4
chr21	9906634	9906634	+	23	16	7
chr21	9906635	9906635	-	13	7	6
chr21	9906640	9906640	+	23	0	23
chr21	9906641	9906641	-	14	0	14
chr21	9906644	9906644	+	23	22	1
chr21	9906645	9906645	-	13	13	0
chr21	9906655	9906655	-	14	13	1
chr21	9906657	9906657	-	14	0	14
chr21	9906660	9906660	-	14	9	5
chr21	9906663	9906663	-	14	13	1
chr21	9906676	9906676	+	39	39	0
chr21	9906677	9906677	-	14	11	3
chr21	9906681	9906681	+	37	14	23
chr21	9906694	9906694	+	39	16	23
chr21	9906700	9906700	+	30	8	22
chr21	9906704	9906704	+	18	17	1
chr21	9906714	9906714	+	25	19	6
chr21	9906724	9906724	+	18	13	5
chr21	9906805	9906805	-	13	8	5
chr21	9906808	9906808	-	13	13	0
chr21	9906822	9906822	-	14	14	0
chr21	9906824	9906824	-	14	14	0
chr21	9906827	9906827	-	14	5	9
chr21	9906839	9906839	-	13	9	4
chr21	9906841	9906841	-	14	10	4
chr21	9906846	9906846	+	15	14	1
chr21	9906847	9906847	-	14	10	4
chr21	9906864	9906864	+	14	10	4
chr21	9906869	9906869	+	15	0	15
chr21	9906873	9906873	+	15	4	11
chr21	9906884	9906884	+	13	2	11
chr21	9906885	9906885	-	16	0	16
chr21	9906889	9906889	+	12	0	12
chr21	9906890	9906890	-	17	0	17
chr21	9906902	9906902	-	17	0	17
chr21	9906907	9906907	-	17	2	15
chr21	9906910	9906910	-	16	9	7
chr21	9906926	9906926	-	17	11	6
chr21	9906928	9906928	-	17	11	6
chr21	9906931	9906931	-	17	6	11
chr21	9906933	9906933	+	29	26	3
chr21	9906934	9906934	-	17	17	0
chr21	9906949	9906949	+	30	16	14
chr21	9906950	9906950	-	13	8	5
chr21	9906952	9906952	+	30	25	5
chr21	9906953	9906953	-	13	11	2
chr21	9906954	9906954	+	30	26	4
chr21	9906955	9906955	-	13	9	4
chr21	9906957	9906957	+	30	26	4
chr21	9906958	9906958	-	13	13	0
chr21	9906992	9906992	-	13	12	1
chr21	9911345	9911345	+	10	9	1
chr21	9911433	9911433	-	10	9	1
chr21	9911447	9911447	-	10	10	0
chr21	9913543	9913543	+	34	31	3
chr21	9913575	9913575	+	33	31	2
chr21	9917398	9917398	-	11	10	1
chr21	9917414	9917414	-	11	11	0
chr21	9917582	9917582	+	61	52	9
chr21	9917587	9917587	+	59	46	13
chr21	9917607	9917607	+	49	38	11
chr21	9917608	9917608	-	12	9	3
chr21	9917629	9917629	+	28	0	28
chr21	9917630	9917630	-	14	12	2
chr21	9927527	9927527	+	32	32	0
chr21	9927676	9927676	-	18	18	0
chr21	9927687	9927687	-	18	18	0
chr21	9944505	9944505	+	86	79	7
chr21	9944663	9944663	-	45	35	10
chr21	9959407	9959407	+	52	49	3
chr21	9959541	9959541	-	39	37	2
chr21	9959569	9959569	-	40	40	0
chr21	9959577	9959577	-	40	40	0
chr21	9959644	9959644	-	59	52	7
chr21	9959650	9959650	-	59	51	8
chr21	9967634	9967634	-	93	62	31
chr21	9990967	9990967	+	16	13	3
chr21	10011833	10011833	+	40	34	6
chr21	10011841	10011841	+	40	18	22
chr21	10011855	10011855	+	39	29	10
chr21	10011858	10011858	+	39	31	8
chr21	10011861	10011861	+	39	13	26
chr21	10011872	10011872	+	39	34	5
chr21	10011876	10011876	+	38	24	14
chr21	10011878	10011878	+	37	20	17
chr21	10011925	10011925	-	68	21	47
chr21	10011938	10011938	-	74	64	10
chr21	10011954	10011954	-	49	33	16
chr21	10011964	10011964	-	76	24	52
chr21	10011974	10011974	-	77	41	36
chr21	10011987	10011987	+	25	21	4
chr21	10011990	10011990	+	24	14	10
chr21	10012008	10012008	+	25	9	16
chr21	10012030	10012030	+	23	13	10
chr21	10012069	10012069	+	78	58	20
chr21	10012075	10012075	+	78	63	15
chr21	10012079	10012079	+	77	50	27
chr21	10012089	10012089	+	76	62	14
chr21	10012095	10012095	+	77	71	6
chr21	10012101	10012101	+	73	42	31
chr21	10012316	10012316	-	13	6	7
chr21	10012318	10012318	-	13	7	6
chr21	10012321	10012321	-	14	11	3
chr21	10012324	10012324	-	14	13	1
chr21	10012328	10012328	-	14	14	0
chr21	10012425	10012425	-	14	5	9
chr21	10012428	10012428	-	13	1	12
chr21	10012430	10012430	-	14	1	13
chr21	10012442	10012442	-	14	14	0
chr21	10012454	10012454	-	14	13	1
chr21	10012465	10012465	-	14	5	9
chr21	10012587	10012587	-	25	3	22
chr21	10012606	10012606	-	27	9	18
chr21	10012609	10012609	+	40	25	15
chr21	10012610	10012610	-	27	20	7
chr21	10012636	10012636	+	39	28	11
chr21	10012637	10012637	-	40	33	7
chr21	10012640	10012640	+	39	19	20
chr21	10012641	10012641	-	40	24	16
chr21	10012642	10012642	+	39	29	10
chr21	10012643	10012643	-	40	32	8
chr21	10012658	10012658	+	38	10	28
chr21	10012659	10012659	-	39	5	34
chr21	10012662	10012662	-	40	40	0
chr21	10012696	10012696	+	29	25	4
chr21	10012699	10012699	+	29	15	14
chr21	10012876	10012876	+	17	17	0
chr21	10012881	10012881	+	17	0	17
chr21	10012883	10012883	+	17	16	1
chr21	10012887	10012887	+	17	9	8
chr21	10012891	10012891	+	17	17	0
chr21	10012894	10012894	+	17	9	8
chr21	10012898	10012898	+	16	13	3
chr21	10012900	10012900	+	17	16	1
chr21	10012902	10012902	+	17	13	4
chr21	10012921	10012921	+	13	13	0
chr21	10012924	10012924	+	15	10	5
chr21	10012934	10012934	-	32	20	12
chr21	10012938	10012938	-	36	28	8
chr21	10012940	10012940	-	36	32	4
chr21	10012942	10012942	-	37	21	16
chr21	10012944	10012944	-	32	19	13
chr21	10012947	10012947	-	39	37	2
chr21	10012961	10012961	-	30	18	12
chr21	10012975	10012975	-	41	30	11
chr21	10012981	10012981	+	10	10	0
chr21	10012982	10012982	-	43	43	0
chr21	10012989	10012989	+	11	5	6
chr21	10012994	10012994	+	11	5	6
chr21	10012998	10012998	+	10	9	1
chr21	10013039	10013039	-	20	0	20
chr21	10013060	10013060	-	20	4	16
chr21	10013062	10013062	-	20	14	6
chr21	10013072	10013072	-	20	14	6
chr21	10013086	10013086	-	20	16	4
chr21	10022131	10022131	-	17	8	9
chr21	10022157	10022157	-	17	17	0
chr21	10022165	10022165	-	17	15	2
chr21	10065022	10065022	+	31	30	1
chr21	10065061	10065061	+	31	15	16
chr21	10077699	10077699	+	272	227	45
chr21	10077705	10077705	+	273	189	84
chr21	10077904	10077904	-	43	33	10
chr21	10086785	10086785	+	71	54	17
chr21	10087014	10087014	-	15	10	5
chr21	10099942	10099942	+	31	31	0
chr21	10099950	10099950	+	31	29	2
chr21	10114305	10114305	-	57	34	23
chr21	10114343	10114343	-	60	34	26
chr21	10114345	10114345	-	61	31	30
chr21	10114351	10114351	-	61	60	1
chr21	10118483	10118483	+	23	19	4
chr21	10119874	10119874	-	13	11	2
chr21	10120564	10120564	-	17	15	2
chr21	10120584	10120584	-	20	15	5
chr21	10120599	10120599	+	83	80	3
chr21	10120600	10120600	-	20	19	0
chr21	10120603	10120603	+	84	17	67
chr21	10120634	10120634	+	83	20	63
chr21	10120643	10120643	+	82	23	59
chr21	10120990	10120990	+	51	49	2
chr21	10121028	10121028	+	51	46	5
chr21	10121033	10121033	+	44	38	6
chr21	10121126	10121126	+	612	608	4
chr21	10121171	10121171	+	333	241	92
chr21	10122567	10122567	+	28	28	0
chr21	10128590	10128590	+	166	165	1
chr21	10128601	10128601	+	162	145	17
chr21	10128603	10128603	+	164	147	17
chr21	10128609	10128609	+	165	147	18
chr21	10128617	10128617	+	163	152	11
chr21	10128639	10128639	+	290	132	158
chr21	10128659	10128659	+	146	101	45
chr21	10128660	10128660	-	120	77	43
chr21	10128661	10128661	+	146	96	50
chr21	10128670	10128670	+	143	132	11
chr21	10128671	10128671	-	123	113	10
chr21	10128673	10128673	+	139	108	31
chr21	10128674	10128674	-	124	90	34
chr21	10128682	10128682	+	22	0	22
chr21	10128683	10128683	-	68	42	26
chr21	10128702	10128702	+	71	70	1
chr21	10128705	10128705	+	69	62	7
chr21	10128706	10128706	-	37	30	7
chr21	10128707	10128707	+	71	63	8
chr21	10128708	10128708	-	37	33	4
chr21	10128710	10128710	+	71	71	0
chr21	10128711	10128711	-	37	35	2
chr21	10128720	10128720	+	74	63	11
chr21	10128721	10128721	-	36	32	4
chr21	10128734	10128734	+	104	63	41
chr21	10128735	10128735	-	37	36	1
chr21	10128738	10128738	+	112	82	30
chr21	10128745	10128745	+	129	51	78
chr21	10128748	10128748	+	129	97	32
chr21	10128758	10128758	+	62	33	29
chr21	10128775	10128775	+	62	53	9
chr21	10128839	10128839	+	222	212	10
chr21	10128850	10128850	+	219	179	40
chr21	10128867	10128867	+	216	212	4
chr21	10128881	10128881	+	210	188	22
chr21	10128883	10128883	+	211	179	32
chr21	10128964	10128964	-	26	23	3
chr21	10128980	10128980	-	26	10	16
chr21	10128989	10128989	-	26	26	0
chr21	10128991	10128991	-	26	13	13
chr21	10129002	10129002	+	39	39	0
chr21	10129003	10129003	-	26	23	3
chr21	10129032	10129032	+	38	36	2
chr21	10129036	10129036	+	38	38	0
chr21	10129044	10129044	+	38	36	2
chr21	10129181	10129181	+	16	13	3
chr21	10129546	10129546	+	10	10	0
chr21	10129550	10129550	+	10	10	0
chr21	10132081	10132081	-	15	15	0
chr21	10132089	10132089	-	16	11	5
chr21	10132094	10132094	+	51	51	0
chr21	10132095	10132095	-	16	15	1
chr21	10132122	10132122	+	50	41	9
chr21	10132130	10132130	+	190	177	13
chr21	10132131	10132131	-	105	89	16
chr21	10132177	10132177	+	167	95	72
chr21	10133048	10133048	+	172	170	2
chr21	10133056	10133056	+	172	117	55
chr21	10133080	10133080	+	169	148	21
chr21	10133091	10133091	+	168	80	88
chr21	10133111	10133111	-	58	58	0
chr21	10133159	10133159	+	98	92	6
chr21	10133160	10133160	-	85	77	8
chr21	10133402	10133402	-	10	4	6
chr21	10136614	10136614	+	132	123	9
chr21	10136632	10136632	+	209	60	149
chr21	10136648	10136648	+	206	89	117
chr21	10136731	10136731	-	197	193	4
chr21	10136737	10136737	-	198	189	9
chr21	10136755	10136755	-	201	174	27
chr21	10136772	10136772	+	26	24	2
chr21	10136773	10136773	-	202	181	21
chr21	10145439	10145439	+	40	40	0
chr21	10145470	10145470	+	40	37	3
chr21	10145471	10145471	-	59	57	2
chr21	10145507	10145507	-	61	60	1
chr21	10148068	10148068	+	24	22	2
chr21	10148190	10148190	+	56	46	10
chr21	10148224	10148224	+	53	53	0
chr21	10148396	10148396	-	37	29	8
chr21	10150542	10150542	+	12	12	0
chr21	10150557	10150557	+	12	10	2
chr21	10150573	10150573	+	11	11	0
chr21	10150580	10150580	+	11	7	4
chr21	10151842	10151842	+	18	18	0
chr21	10151849	10151849	+	18	16	2
chr21	10151855	10151855	+	18	11	7
chr21	10151952	10151952	-	79	71	8
chr21	10151967	10151967	+	15	15	0
chr21	10151968	10151968	-	80	76	4
chr21	10152050	10152050	-	32	25	7
chr21	10153229	10153229	+	10	10	0
chr21	10153249	10153249	+	10	10	0
chr21	10154024	10154024	-	50	47	3
chr21	10154062	10154062	-	54	7	47
chr21	10154072	10154072	-	54	54	0
chr21	10154210	10154210	-	143	138	5
chr21	10154226	10154226	-	148	128	20
chr21	10154246	10154246	-	151	140	11
chr21	10154306	10154306	-	56	56	0
chr21	10154872	10154872	+	86	74	12
chr21	10154873	10154873	-	33	29	4
chr21	10154893	10154893	+	83	79	4
chr21	10154894	10154894	-	33	30	3
chr21	10154897	10154897	+	75	1	74
chr21	10154898	10154898	-	34	0	34
chr21	10154915	10154915	+	32	30	2
chr21	10154916	10154916	-	34	33	1
chr21	10156390	10156390	+	69	68	1
chr21	10156406	10156406	+	69	64	5
chr21	10156434	10156434	+	68	68	0
chr21	10156485	10156485	-	45	37	8
chr21	10156496	10156496	-	46	46	0
chr21	10156520	10156520	+	64	57	7
chr21	10156521	10156521	-	47	47	0
chr21	10157292	10157292	+	40	39	1
chr21	10157317	10157317	+	39	37	2
chr21	10157440	10157440	-	144	137	7
chr21	10165618	10165618	+	14	13	1
chr21	10165649	10165649	+	14	11	3
chr21	10166952	10166952	+	10	6	4
chr21	10176577	10176577	-	77	65	12
chr21	10176592	10176592	-	77	67	10
chr21	10186386	10186386	-	18	13	5
chr21	10186452	10186452	+	18	14	4
chr21	10186507	10186507	-	81	72	9
chr21	10186519	10186519	-	117	103	14
chr21	10186541	10186541	-	117	75	42
chr21	10190503	10190503	-	69	67	2
chr21	10190515	10190515	+	52	50	2
chr21	10190516	10190516	-	69	69	0
chr21	10190523	10190523	+	52	46	6
chr21	10190524	10190524	-	44	34	10
chr21	10190541	10190541	+	52	41	11
chr21	10190542	10190542	-	48	38	10
chr21	10190546	10190546	+	49	33	16
chr21	10190547	10190547	-	48	46	2
chr21	10190550	10190550	+	33	18	15
chr21	10190551	10190551	-	47	29	18
chr21	10190555	10190555	+	15	15	0
chr21	10190556	10190556	-	48	48	0
chr21	10190563	10190563	+	15	10	5
chr21	10190574	10190574	+	14	7	7
chr21	10190582	10190582	+	15	1	14
chr21	10190583	10190583	-	19	18	1
chr21	10190586	10190586	+	10	10	0
chr21	10190587	10190587	-	20	20	0
chr21	10190611	10190611	-	21	1	20
chr21	10190622	10190622	-	21	12	9
chr21	10190627	10190627	-	21	11	10
chr21	10190629	10190629	+	21	21	0
chr21	10190630	10190630	-	21	21	0
chr21	10190633	10190633	+	21	15	6
chr21	10190658	10190658	+	21	18	3
chr21	10190669	10190669	+	21	12	9
chr21	10190676	10190676	+	20	19	1
chr21	10190881	10190881	+	88	81	7
chr21	10190896	10190896	+	89	75	14
chr21	10190897	10190897	-	111	96	15
chr21	10190924	10190924	+	53	46	7
chr21	10190925	10190925	-	125	122	3
chr21	10190929	10190929	+	45	32	13
chr21	10190930	10190930	-	126	86	40
chr21	10190937	10190937	-	122	116	4
chr21	10190944	10190944	-	126	125	1
chr21	10191023	10191023	-	72	46	26
chr21	10191062	10191062	-	74	69	5
chr21	10191089	10191089	-	18	18	0
chr21	10191109	10191109	-	18	12	6
chr21	10191112	10191112	-	18	11	7
chr21	10191118	10191118	-	18	17	1
chr21	10191408	10191408	-	51	38	13
chr21	10191430	10191430	-	52	40	12
chr21	10191769	10191769	+	19	19	0
chr21	10191770	10191770	-	107	102	5
chr21	10191773	10191773	+	19	16	3
chr21	10191786	10191786	+	19	16	2
chr21	10191818	10191818	+	17	14	3
chr21	10191819	10191819	-	93	86	7
chr21	10191824	10191824	-	93	73	20
chr21	10191830	10191830	-	94	80	14
chr21	10191838	10191838	-	96	83	13
chr21	10191850	10191850	+	33	33	0
chr21	10191851	10191851	-	97	95	2
chr21	10191857	10191857	+	33	29	3
chr21	10191863	10191863	+	32	19	13
chr21	10191875	10191875	+	30	26	4
chr21	10191878	10191878	+	113	98	15
chr21	10191899	10191899	+	113	111	2
chr21	10191900	10191900	-	93	89	4
chr21	10191906	10191906	+	102	60	42
chr21	10191907	10191907	-	94	59	35
chr21	10191923	10191923	+	86	61	25
chr21	10191924	10191924	-	95	62	33
chr21	10191940	10191940	-	99	68	31
chr21	10192279	10192279	+	112	99	13
chr21	10192318	10192318	+	107	98	9
chr21	10192319	10192319	-	91	91	0
chr21	10192322	10192322	+	107	96	11
chr21	10192323	10192323	-	104	84	20
chr21	10192331	10192331	-	105	88	17
chr21	10192335	10192335	-	105	96	9
chr21	13282433	13282433	+	65	59	6
chr21	13282440	13282440	+	64	39	25
chr21	13294742	13294742	+	54	47	7
chr21	13294755	13294755	+	54	50	4
chr21	13294757	13294757	+	54	54	0
chr21	13294785	13294785	+	52	49	3
chr21	13294893	13294893	-	55	52	3
chr21	13294914	13294914	-	55	55	0
chr21	13306159	13306159	+	15	15	0
chr21	13306171	13306171	+	15	15	0
chr21	13306175	13306175	+	12	11	1
chr21	13306319	13306319	-	22	17	5
chr21	13306339	13306339	-	22	22	0
chr21	13306349	13306349	-	24	24	0
chr21	13317492	13317492	-	12	10	2
chr21	13331902	13331902	-	20	18	2
chr21	13332740	13332740	-	23	23	0
chr21	13332745	13332745	-	23	20	3
chr21	13332749	13332749	-	23	23	0
chr21	13332760	13332760	-	16	16	0
chr21	13332780	13332780	-	16	16	0
chr21	13377533	13377533	-	13	10	3
chr21	13377568	13377568	-	13	12	1
chr21	13606394	13606394	+	23	23	0
chr21	13606472	13606472	-	12	11	1
chr21	13606513	13606513	-	13	13	0
chr21	13662766	13662766	+	46	46	0
chr21	13664888	13664888	+	146	132	14
